# Level fingerprint corpus for JIT.Score originality comparisons
# Format: gameid,levelid,screen,fingerprint
# Empty gameid = vanilla SMW reference (from lmlevelinfo/test/akogare/smw.sfc)
# fingerprint is v2:<hex> (expanded Layer1 Map16) or empty
,11D,6,v2:00000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f016000000000000000000000000000000000000000000000000000000000015f0160015e015e015e015e015e000000000000000000000000000000000000015f01600000000000000000015e000000000000000000000000000000000000015f01600000000000000000015e000000000000000000000000000000000000015f01600000000000000000015e000000000000000000000000000000000000015f0160015e015e015e0000015e015e00000000000000000000000000000000010a010b00000000015e00000000015e000000000000000000000000000000000000000000000000015e00000000015e000000000000000000000000000000000000000000000000015e00000000015e000000000000000000000000000000000000000000000000015e00000000015e015e015e015e015e015e015e015e015e015e015e00000000015e000000000000000000000000000000000000000000000000000000000000015e000000000000000000000000000000000000000000000000000000000000015e015e015e015e015e015e015e015e015e015e015e015e015e015e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
,11D,7,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010b010b010b010b010b010c015e000000000000000000000000000000000000000000000000000000000000015e000000000000000000000000000000000000000000000000000000000000015e000000000000000000000000000000000000000000000000000000000000015e000000000000000000000000000000000000015e015e015e015e015e015e015e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015e015e015e015e015e015e015e003f003f003f003f003f003f003f000000000000000000000000000000000000003f003f003f003f003f003f003f000000000000000000000000000000000000003f003f003f003f003f003f003f00000000
,11D,8,empty
,11D,9,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002d000000000000000000000000000000000000000000000000000000000000002e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124000000000000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f003f0000000000000000000000000000000000000000000000000000003f003f003f0000000000000000000000000000000000000000000000000000003f003f003f0000000000000000000000000000000000000000000000000000003f003f003f0000000000000000000000000000000000000000000000000000003f003f003f0000000000000000000000000000000000000000000000000000003f003f003f00000000000000000000000000000000000000000000
,11D,10,v2:000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f000000000000000000000000000000000000000000000000000000000000015f00000000000000000000000000000000013f013f013f013f013f013f013f015f00000000000000000000000000000000013f013f013f013f013f013f013f015f0000003f003f003f003f000000000000013f013f013f013f013f013f013f013f0000003f003f003f003f000000000000013f013f013f013f013f013f013f013f0000003f003f003f003f000000000000013f013f013f013f013f013f013f013f
,11E,0,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f00000000000000000000000000000000003f003f00000000000000000000003f0000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,11E,1,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000460000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000004500000000000000000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000000000000000011f00000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f000000000000000000000000000000000000011e0000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f003f003f003f000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f000000000000003f003f003f003f003f003f003f003f
,11E,2,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000450000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000000000000000003f0000000000000000003f0000000000000000003f00000000003f0000003f003f003f003f0000003f003f003f003f0000003f003f003f003f003f0000003f003f003f003f0000003f003f003f003f0000003f003f003f003f
,11E,3,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000450000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000012600000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f0000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,11E,4,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000450000000000000000000000000000003f000000000000000000000000000000000000000000000000000000450000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f00000000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,11E,5,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000046000000000000000000000000004500000000000000000000003f000000000000000000000000000000000000000000000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f00000000000000000000000000000000003f003f00000000003f003f0000003f0000003f003f003f0000000000000000003f003f00000000003f003f0000003f0000003f003f003f0000000000000000003f003f00000000003f003f0000003f0000003f003f003f000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f000000000000003f003f003f003f003f003f003f003f003f003f
,11E,6,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011300000000000000000000000000000000000000000000000000000000000001130000000000000000000000000000000000000000000000000000000000000113000000000000000000000000000000000000000000000000004500000000011300000045000000000000000000000000000000000000000000000000000001130000000000000000000000000000000000000000000000000000000000000113000000000000000000000000000000000000000000000000000000000000011300000000000000000000000000000000000000000000000000000000000001130000000000000000000001320132000000000000000000000000000000000113011a01130113011301130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f003f003f000000000000000000000000000000000000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f000000000000003f003f003f003f
,11E,7,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f000000000000003f00000000003f00000000003f00000000003f00000000003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,11E,8,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000450000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f003f003f003f003f003f003f003f003f0000000000000000000000000000003f003f003f003f003f003f003f003f003f0000000000000000000000000000003f003f003f003f003f003f003f003f003f000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f000000000000003f003f003f003f
,11E,9,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004500000000000000000000000000000000000000000000000000000000000000000045000000000000000000000000004500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002f000000320000000000000000000000000000000000000000000000000000003000000033000000000000000000000000000000000000000000000000000000350038003300000000000000000000000000000000000000000000000000000031000000340000000000000000012c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f
,11E,10,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000004600000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f00000000000000000000000000000000000000000000003f0000003f0000003f0000000000000000000000000000003f003f003f003f003f0000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f0000003f003f003f003f003f003f003f003f003f003f
,11E,11,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000000000000000000000000000000000000000000003f000000000000000000000045000000000000000000000000000000450000003f00000000000000000000003f003f000000000000003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f0000003f003f003f003f000000000000003f00000000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,11E,12,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000003f003f0000003f003f00000000000000000000000000000000000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f
,11E,13,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045000000000000000000000000000000000000000000000000000000000000000000000000000000000000004500000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f000001560157015700000000000000000000000000000000015601570157015701570158000000000000000000000000015601570157015701580000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f0000000000000000003f003f003f0000000000000000000000000000003f003f0000000000000000003f003f003f0000000000000000000000000000003f003f0000000000000000003f003f003f0000000000000000000000000000003f003f00000000003f003f003f003f003f0000000000000000000000000000003f003f00000000003f003f
,11E,14,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f000000000000000000000000015701570157015701570157015701570157015701570157015800000000000000000000000000000000000000000000003f003f00000000015601570157015700000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f00000000000000000000000000000000000000000000000000000000003f003f000000000000000000000000003f003f000000000000000000000000003f003f000000000000000000000000003f003f000000000000000000000000003f003f000000000000000000000000
,11E,15,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015601570157015701570158000000000000000000000157015701570157015701580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f003f003f003f00000000000000000000000000000000000000000000003f003f003f003f003f0000
,11E,16,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f003f003f003f0000000000000000003f00000000000000000000003f000000000000000000000000000000000000003f00000000000000000000003f000000000000000000000000000000000000003f00000000000000000000003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000000000000000000000000000003f000000000000003f003f003f000000000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f00000000003f003f003f003f003f003f003f003f003f003f003f003f003f003f
